,Unnamed: 0,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
559,559,2014,Beijing,36.0,20.8,28.8,35.8,20.8,28.7,16.0,50.1,0.0,0,0.0,,,,,21.6,49.1,1002.1,33.5,15.0,320.1,27.6,9,,2014-07-14T04:57:24,2014-07-14T19:42:47,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2779,2779,2020,Beijing,36.0,23.0,29.3,38.6,23.0,31.8,22.2,68.4,0.0,0,0.0,,0.0,0.0,36.0,10.8,161.5,1004.2,28.7,10.0,235.5,20.6,8,,2020-08-11T05:22:24,2020-08-11T19:16:16,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
3438,3438,2022,Beijing,36.0,14.0,25.8,33.2,14.0,24.7,43.8,37.4,0.0,0,0.0,,0.0,0.0,27.3,13.4,224.9,1003.0,1.8,7.4,355.9,30.8,10,10.0,2022-06-01T04:48:16,2022-06-01T19:36:39,0.06,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1679,1679,2017,Beijing,36.0,22.0,29.3,38.1,22.0,30.1,18.6,55.0,0.0,0,0.0,,,,,14.4,49.9,1000.2,47.4,12.5,249.3,21.6,9,,2017-08-07T05:18:21,2017-08-07T19:21:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3433,3433,2022,Beijing,36.0,14.0,26.4,33.2,14.0,25.1,41.5,33.6,0.0,0,0.0,,0.0,0.0,30.9,15.7,202.2,999.2,43.6,7.7,341.8,29.6,10,10.0,2022-05-27T04:50:48,2022-05-27T19:32:50,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1680,1680,2017,Beijing,36.0,21.0,28.4,38.1,21.0,29.9,21.4,68.4,0.0,0,0.0,,,,61.2,43.2,80.5,998.1,29.6,10.5,289.8,24.9,9,,2017-08-08T05:19:17,2017-08-08T19:20:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
556,556,2014,Beijing,35.9,22.0,29.3,34.5,22.0,28.9,15.2,46.4,0.0,0,0.0,,,,,14.6,51.9,999.5,27.0,23.4,343.8,29.6,10,,2014-07-11T04:55:16,2014-07-11T19:44:13,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
228,228,2013,Beijing,35.7,25.0,31.0,35.2,25.0,31.2,15.5,44.8,0.0,0,0.0,,,,50.4,32.4,311.3,1000.5,18.1,16.3,288.0,24.9,9,,2013-08-17T05:27:46,2013-08-17T19:08:39,0.36,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1678,1678,2017,Beijing,35.2,22.0,29.0,35.7,22.0,29.8,19.5,62.3,0.0,0,0.0,,,,39.6,18.0,318.6,999.9,15.7,10.8,304.4,26.3,9,,2017-08-06T05:17:24,2017-08-06T19:22:40,0.45,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1642,1642,2017,Beijing,35.2,26.8,30.4,39.5,28.5,33.4,21.6,60.2,0.0,0,0.0,,,,,14.4,155.7,1001.1,21.2,7.6,284.9,24.6,8,,2017-07-01T04:49:34,2017-07-01T19:46:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
221,221,2013,Beijing,35.1,24.0,29.2,42.1,24.0,32.8,22.9,69.8,0.0,0,0.0,,,,,14.4,126.6,1004.2,21.3,7.4,271.9,23.6,8,,2013-08-10T05:21:08,2013-08-10T19:17:52,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1654,1654,2017,Beijing,35.1,28.4,31.9,46.7,30.4,40.5,25.9,71.0,0.0,0,0.0,,,,54.0,22.1,171.8,999.1,28.5,9.7,252.4,21.7,7,,2017-07-13T04:56:52,2017-07-13T19:43:09,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
185,185,2013,Beijing,35.1,21.0,29.2,35.3,21.0,29.3,17.0,51.4,0.0,0,0.0,,,,,14.4,23.4,997.6,1.2,30.0,344.0,29.5,10,,2013-07-05T04:51:38,2013-07-05T19:46:08,0.89,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2737,2737,2020,Beijing,35.0,21.9,28.2,33.7,21.9,27.6,14.5,48.0,0.1,100,4.17,rain,0.0,0.0,25.2,14.4,245.2,1001.7,46.4,11.8,287.2,24.7,9,,2020-06-30T04:49:15,2020-06-30T19:46:57,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
544,544,2014,Beijing,35.0,21.0,28.7,34.7,21.0,28.7,16.0,48.6,0.0,0,0.0,,,,,14.4,151.0,1005.7,89.4,14.3,193.2,16.8,7,,2014-06-29T04:48:32,2014-06-29T19:47:00,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
186,186,2013,Beijing,35.0,24.0,29.8,36.3,24.0,30.8,19.4,56.2,0.0,0,0.0,,,,,21.6,163.2,1000.4,25.8,13.9,310.6,26.6,9,,2013-07-06T04:52:13,2013-07-06T19:45:53,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
219,219,2013,Beijing,35.0,22.0,28.0,36.5,22.0,29.3,19.8,62.9,0.0,0,0.0,,,,,18.0,260.2,999.8,64.8,25.0,263.6,22.7,8,,2013-08-08T05:19:15,2013-08-08T19:20:19,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1318,1318,2016,Beijing,35.0,27.0,30.8,44.9,30.6,38.0,25.6,74.9,0.0,0,0.0,,,,,16.3,165.6,1006.0,39.4,6.7,210.9,18.1,7,,2016-08-11T05:22:21,2016-08-11T19:16:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
545,545,2014,Beijing,35.0,23.0,29.5,35.7,23.0,29.6,16.6,48.4,0.0,0,0.0,,,,,18.0,168.7,1005.5,57.9,10.5,291.6,25.3,8,,2014-06-30T04:48:58,2014-06-30T19:46:57,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
571,571,2014,Beijing,35.0,22.0,29.0,35.8,22.0,29.5,17.8,53.5,0.0,0,0.0,,,,32.4,21.6,187.0,1007.9,14.4,7.5,304.1,26.3,9,,2014-07-26T05:07:09,2014-07-26T19:34:17,0.97,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2035,2035,2018,Beijing,35.0,26.0,30.0,40.6,26.0,34.2,24.3,73.4,0.0,0,0.0,,0.0,0.0,,7.2,108.3,1005.2,18.8,6.5,283.2,24.5,9,,2018-07-29T05:09:50,2018-07-29T19:31:29,0.55,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1980,1980,2018,Beijing,35.0,16.0,27.0,32.5,16.0,25.9,8.7,41.2,0.0,0,0.0,,0.0,0.0,39.6,28.8,182.9,1005.0,19.5,11.0,355.7,30.8,10,,2018-06-04T04:47:07,2018-06-04T19:38:38,0.68,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
506,506,2014,Beijing,35.0,19.5,27.0,33.1,19.5,26.5,13.7,49.5,0.0,0,0.0,,,,,28.8,187.3,1006.1,15.3,5.4,320.5,27.5,9,,2014-05-22T04:54:07,2014-05-22T19:28:33,0.76,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2738,2738,2020,Beijing,35.0,21.0,27.9,35.7,21.0,28.2,17.1,54.5,0.0,0,0.0,,0.0,0.0,28.8,18.0,107.5,1003.1,31.9,11.1,271.7,23.5,8,,2020-07-01T04:49:43,2020-07-01T19:46:51,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1303,1303,2016,Beijing,35.0,23.0,28.3,43.3,23.0,31.3,23.0,74.8,0.0,0,0.0,,,,,34.9,204.8,1001.5,31.4,8.8,294.4,25.4,9,,2016-07-27T05:08:29,2016-07-27T19:32:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2011,2011,2018,Beijing,35.0,23.0,28.8,39.5,23.0,30.7,21.2,65.5,3.0,100,4.17,rain,0.0,0.0,43.2,25.2,100.0,1000.8,33.3,8.0,273.7,23.6,8,,2018-07-05T04:51:32,2018-07-05T19:46:12,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
510,510,2014,Beijing,35.0,12.0,26.3,32.4,12.0,24.9,4.0,30.5,0.0,0,0.0,,,,43.2,32.4,227.3,999.4,36.3,19.9,311.3,26.9,9,,2014-05-26T04:51:25,2014-05-26T19:31:55,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
566,566,2014,Beijing,35.0,26.0,30.8,37.9,26.0,32.7,19.4,52.4,0.0,0,0.0,,,,39.6,32.4,346.6,1001.8,56.6,23.0,233.9,20.2,7,,2014-07-21T05:02:53,2014-07-21T19:38:21,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3442,3442,2022,Beijing,35.0,18.5,27.1,32.3,18.5,26.1,45.7,40.5,0.0,0,0.0,,0.0,0.0,36.5,26.8,322.5,1000.8,31.4,7.3,349.6,30.1,10,10.0,2022-06-05T04:46:49,2022-06-05T19:39:21,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
3440,3440,2022,Beijing,35.0,19.0,27.3,35.2,19.0,27.7,59.8,49.7,0.0,0,0.0,,0.0,0.0,22.4,11.2,130.1,1001.7,74.9,6.5,296.7,25.6,9,10.0,2022-06-03T04:47:29,2022-06-03T19:38:02,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2332,2332,2019,Beijing,35.0,11.6,23.5,32.6,11.6,22.7,7.7,44.2,0.0,0,0.0,,0.0,0.0,39.6,18.0,49.2,1001.9,31.6,11.6,334.0,28.7,10,,2019-05-22T04:54:17,2019-05-22T19:28:22,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3475,3475,2022,Beijing,35.0,25.0,29.3,38.6,25.0,32.2,73.5,71.3,0.0,0,0.0,,0.0,0.0,21.3,8.9,34.3,1000.5,7.8,6.7,318.8,27.6,9,10.0,2022-07-08T04:53:23,2022-07-08T19:45:24,0.31,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3476,3476,2022,Beijing,35.0,23.0,28.6,35.1,23.0,29.3,67.3,62.2,0.0,0,0.0,,0.0,0.0,20.8,6.8,9.5,1002.0,66.5,7.8,284.4,24.5,9,10.0,2022-07-09T04:54:01,2022-07-09T19:45:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3432,3432,2022,Beijing,35.0,12.0,24.1,32.3,12.0,23.1,39.8,35.7,0.0,0,0.0,,0.0,0.0,24.6,17.9,310.3,1003.2,11.3,7.6,346.4,29.9,10,10.0,2022-05-26T04:51:24,2022-05-26T19:32:02,0.85,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3090,3090,2021,Beijing,35.0,20.7,28.1,32.4,20.7,26.9,38.9,24.0,0.0,0,0.0,,0.0,0.0,33.6,22.4,285.2,1000.4,6.6,7.9,362.3,31.5,10,,2021-06-18T04:45:38,2021-06-18T19:45:38,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2793,2793,2020,Beijing,35.0,20.0,27.2,37.3,20.0,28.5,20.9,72.4,0.0,0,0.0,,0.0,0.0,25.2,10.8,64.8,1002.3,73.7,11.8,236.7,20.4,8,,2020-08-25T05:35:39,2020-08-25T18:56:42,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1267,1267,2016,Beijing,35.0,22.0,27.9,38.5,22.0,29.2,20.8,68.2,0.0,0,0.0,,,,39.6,21.6,112.0,1001.4,31.6,6.2,174.6,15.1,5,,2016-06-21T04:46:09,2016-06-21T19:46:23,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3480,3480,2022,Beijing,35.0,20.9,28.3,41.9,20.9,31.4,73.0,74.3,0.0,0,0.0,,0.0,0.0,17.9,11.2,228.5,1000.2,21.7,7.2,326.8,28.3,9,30.0,2022-07-13T04:56:45,2022-07-13T19:43:20,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3110,3110,2021,Beijing,35.0,22.0,27.3,36.9,22.0,28.4,68.6,67.5,0.079,100,4.17,rain,0.0,0.0,20.1,13.4,191.6,1002.8,12.2,6.5,313.2,27.0,9,,2021-07-08T04:53:31,2021-07-08T19:45:18,0.94,Rain,Clear conditions throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1262,1262,2016,Beijing,35.0,17.5,26.6,33.5,17.5,26.1,13.7,50.5,0.0,0,0.0,,,,28.8,16.3,240.4,997.9,43.9,11.2,341.3,29.5,10,,2016-06-16T04:45:26,2016-06-16T19:45:00,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2757,2757,2020,Beijing,35.0,19.0,27.2,37.1,19.0,28.5,19.6,65.9,0.0,0,0.0,,0.0,0.0,25.2,10.8,189.9,1004.2,20.8,9.7,324.2,28.0,9,,2020-07-20T05:02:32,2020-07-20T19:38:43,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2047,2047,2018,Beijing,35.0,24.0,29.3,40.6,24.0,32.3,23.6,74.6,0.0,0,0.0,,0.0,0.0,,14.4,124.6,1006.1,50.9,8.8,271.9,23.4,8,,2018-08-10T05:20:57,2018-08-10T19:18:09,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3500,3500,2022,Beijing,35.0,26.0,30.4,43.6,26.0,37.0,78.5,78.0,0.0,0,0.0,rain,0.0,0.0,15.7,11.2,140.4,1005.8,8.7,4.9,301.0,26.0,9,30.0,2022-08-02T05:13:33,2022-08-02T19:27:26,0.15,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2777,2777,2020,Beijing,35.0,19.0,28.1,37.3,19.0,29.4,20.6,67.3,21.1,100,8.33,rain,0.0,0.0,50.4,14.6,193.6,997.0,14.8,11.2,283.7,24.8,9,,2020-08-09T05:20:31,2020-08-09T19:18:46,0.68,Rain,Clear conditions throughout the day with rain.,precipitation,"ZBAA,54511099999"
2026,2026,2018,Beijing,35.0,26.0,30.3,44.9,26.0,37.5,26.1,78.9,0.0,0,0.0,,0.0,0.0,,14.4,140.5,1002.1,54.2,7.1,152.8,13.5,4,,2018-07-20T05:02:05,2018-07-20T19:39:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
602,602,2014,Beijing,35.0,17.0,26.8,32.5,17.0,25.8,10.1,42.0,0.0,0,0.0,,,,,14.4,72.8,1012.7,43.1,19.3,267.5,23.1,9,,2014-08-26T05:36:04,2014-08-26T18:56:00,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2752,2752,2020,Beijing,35.0,21.0,28.5,36.9,21.0,29.3,19.2,60.9,0.0,0,0.0,,0.0,0.0,25.2,14.6,204.3,1003.7,2.0,10.6,321.8,27.7,9,,2020-07-15T04:58:34,2020-07-15T19:41:58,0.82,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
235,235,2013,Beijing,35.0,20.0,26.9,33.1,20.0,26.5,15.0,53.2,0.0,0,0.0,,,,,10.8,43.6,1008.8,37.3,22.6,252.8,21.8,8,,2013-08-24T05:34:24,2013-08-24T18:58:37,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2394,2394,2019,Beijing,35.0,24.0,29.7,39.5,24.0,32.3,22.5,68.3,20.2,100,8.33,rain,0.0,0.0,25.2,18.0,300.8,997.7,17.4,9.2,318.1,27.4,9,,2019-07-23T05:04:24,2019-07-23T19:37:00,0.71,Rain,Clear conditions throughout the day with rain clearing later.,precipitation,"ZBAA,54511099999"
3846,3846,2023,Beijing,35.0,23.0,29.0,35.2,23.0,29.1,65.8,61.3,0.0,0,0.0,,0.0,0.0,32.2,24.6,291.3,995.0,30.2,5.9,332.6,28.7,9,10.0,2023-07-14T04:57:19,2023-07-14T19:42:57,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
950,950,2015,Beijing,35.0,22.0,27.8,36.5,22.0,29.3,21.3,71.0,0.0,0,0.0,,,,,10.8,73.2,1010.3,34.0,9.0,265.8,23.0,8,,2015-08-09T05:19:44,2015-08-09T19:19:42,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2349,2349,2019,Beijing,35.0,19.0,27.1,32.7,19.0,26.2,11.3,46.8,0.0,0,0.0,,0.0,0.0,57.6,25.2,298.9,1001.5,29.0,10.5,332.3,28.7,10,,2019-06-08T04:46:05,2019-06-08T19:40:58,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2383,2383,2019,Beijing,35.0,20.0,28.0,34.7,20.0,28.4,17.8,57.2,0.0,0,0.0,,0.0,0.0,28.8,18.0,164.7,1002.6,21.0,11.1,321.4,27.9,9,,2019-07-12T04:55:49,2019-07-12T19:43:53,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2372,2372,2019,Beijing,35.0,18.0,28.1,32.8,18.0,26.9,9.7,37.4,0.0,0,0.0,,0.0,0.0,,21.6,88.0,1006.0,7.0,12.4,350.7,30.4,10,,2019-07-01T04:49:21,2019-07-01T19:46:55,0.95,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1653,1653,2017,Beijing,35.0,25.0,30.5,44.9,25.0,35.4,23.9,69.2,0.0,0,0.0,,,,,14.4,149.4,1001.1,16.3,9.0,310.9,26.9,9,,2017-07-12T04:56:09,2017-07-12T19:43:38,0.61,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3820,3820,2023,Beijing,35.0,20.0,28.6,34.1,20.0,28.8,62.0,51.5,0.0,0,0.0,,0.0,0.0,18.8,11.2,130.9,1006.8,46.6,6.0,331.5,28.6,10,10.0,2023-06-18T04:45:36,2023-06-18T19:45:31,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
954,954,2015,Beijing,35.0,23.5,29.0,40.6,23.5,31.6,22.2,68.0,0.0,0,0.0,,,,,18.0,171.5,1003.5,26.4,6.1,279.0,24.0,8,,2015-08-13T05:23:31,2015-08-13T19:14:39,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1598,1598,2017,Beijing,35.0,18.0,27.2,34.7,18.0,27.1,15.2,51.0,0.0,0,0.0,,,,28.8,21.6,187.0,1006.4,15.0,9.0,312.6,26.9,9,,2017-05-18T04:57:03,2017-05-18T19:25:12,0.74,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
957,957,2015,Beijing,35.0,20.0,27.9,36.9,20.0,28.7,18.4,59.3,0.0,0,0.0,,,,,14.4,164.4,1005.0,11.2,10.2,288.4,24.9,9,,2015-08-16T05:26:21,2015-08-16T19:10:40,0.05,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1641,1641,2017,Beijing,35.0,24.0,29.5,38.5,24.0,31.5,20.6,59.8,0.0,0,0.0,,,,,18.0,163.3,1003.3,20.7,8.0,289.7,25.1,8,,2017-06-30T04:49:06,2017-06-30T19:46:56,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
936,936,2015,Beijing,35.0,24.0,29.7,40.6,24.0,33.5,23.3,69.8,0.0,0,0.0,,,,28.8,10.8,123.5,1002.7,24.2,7.3,273.5,23.6,8,,2015-07-26T05:06:56,2015-07-26T19:34:29,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2397,2397,2019,Beijing,35.0,23.0,29.2,43.3,23.0,33.1,22.5,67.9,0.0,0,0.0,,0.0,0.0,,18.0,132.0,1000.3,19.2,10.4,296.0,25.6,9,,2019-07-26T05:06:59,2019-07-26T19:34:29,0.8,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3811,3811,2023,Beijing,35.0,17.0,26.5,32.3,17.0,25.4,37.7,25.5,0.0,0,0.0,,0.0,0.0,35.8,24.6,328.2,999.3,51.0,7.8,285.3,24.5,9,10.0,2023-06-09T04:45:55,2023-06-09T19:41:36,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1338,1338,2016,Beijing,35.0,17.0,27.0,32.4,17.0,25.9,6.5,38.7,0.0,0,0.0,,,,57.6,39.6,331.8,996.8,28.5,12.1,288.6,24.9,9,,2016-08-31T05:41:15,2016-08-31T18:47:31,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
921,921,2015,Beijing,35.0,23.0,29.1,36.9,23.0,30.1,19.4,58.2,0.0,0,0.0,,,,,14.4,144.4,1007.0,20.0,7.2,264.1,22.7,8,,2015-07-11T04:55:06,2015-07-11T19:44:18,0.82,Clear,Partly cloudy throughout the day.,clear-day,"ZBAA,54511099999"
875,875,2015,Beijing,35.0,20.9,28.0,34.0,20.9,27.6,13.7,43.5,0.0,0,0.0,,,,,25.2,188.0,1005.3,23.4,9.0,309.3,26.7,9,,2015-05-26T04:51:34,2015-05-26T19:31:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1629,1629,2017,Beijing,35.0,23.0,28.1,34.0,23.0,27.8,14.9,47.2,0.4,100,4.17,rain,,,43.2,25.2,183.6,1002.3,72.3,9.5,153.9,13.4,5,,2017-06-18T04:45:36,2017-06-18T19:45:34,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1628,1628,2017,Beijing,35.0,24.0,30.3,34.7,24.0,29.7,12.7,34.8,0.0,0,0.0,,,,,21.6,188.6,1002.9,68.9,9.7,266.0,23.0,9,,2017-06-17T04:45:29,2017-06-17T19:45:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1619,1619,2017,Beijing,35.0,15.3,24.8,32.6,15.3,24.2,10.2,44.6,0.2,100,8.33,rain,,,68.4,32.4,211.4,1005.4,24.6,11.1,338.2,29.2,10,,2017-06-08T04:45:59,2017-06-08T19:41:13,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
2368,2368,2019,Beijing,35.0,21.6,28.5,35.7,21.6,28.6,16.8,51.8,0.0,0,0.0,,0.0,0.0,36.0,12.7,181.9,999.1,73.5,9.2,237.4,20.4,8,,2019-06-27T04:47:41,2019-06-27T19:47:02,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1638,1638,2017,Beijing,35.0,22.5,28.3,35.8,22.5,29.4,19.4,60.3,0.0,0,0.0,,,,,18.0,152.1,1005.5,34.6,8.1,319.6,27.7,9,,2017-06-27T04:47:51,2017-06-27T19:47:01,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1600,1600,2017,Beijing,35.0,20.5,28.1,34.0,20.5,28.0,15.0,47.1,0.7,100,4.17,rain,,,,18.0,146.2,1008.9,52.9,10.0,308.8,26.8,9,,2017-05-20T04:55:26,2017-05-20T19:27:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1579,1579,2017,Beijing,35.0,13.0,26.4,32.4,13.0,25.3,2.1,23.3,0.0,0,0.0,,,,39.6,28.8,246.2,1002.4,10.4,10.8,315.3,27.2,9,,2017-04-29T05:17:32,2017-04-29T19:06:44,0.09,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
514,514,2014,Beijing,34.7,22.0,28.8,34.1,22.0,28.4,13.1,38.8,0.0,0,0.0,,,,,21.6,117.5,1005.5,37.0,9.1,300.6,26.0,9,,2014-05-30T04:49:11,2014-05-30T19:35:04,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
951,951,2015,Beijing,34.4,23.0,28.7,37.3,23.0,30.2,21.0,66.1,0.0,0,0.0,,,,,14.4,51.1,1009.3,8.7,10.0,284.5,24.6,9,,2015-08-10T05:20:41,2015-08-10T19:18:28,0.84,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
952,952,2015,Beijing,34.3,25.0,28.7,38.3,25.0,31.0,22.3,69.9,0.0,0,0.0,,,,,10.8,111.0,1008.2,19.5,7.5,247.3,21.3,8,,2015-08-11T05:21:37,2015-08-11T19:17:13,0.88,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1652,1652,2017,Beijing,34.3,23.0,29.0,39.6,23.0,31.6,21.8,67.0,0.0,0,0.0,,,,,10.8,112.1,1000.4,29.3,10.0,275.2,23.9,8,,2017-07-11T04:55:27,2017-07-11T19:44:05,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
229,229,2013,Beijing,34.1,21.0,28.3,33.4,21.0,28.0,14.8,46.1,0.0,0,0.0,,,,,14.4,11.5,1007.6,28.0,30.0,293.0,25.2,9,,2013-08-18T05:28:43,2013-08-18T19:07:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
153,153,2013,Beijing,34.1,17.0,26.0,31.6,17.0,25.3,12.7,52.6,0.0,0,0.0,,,,,14.4,80.6,1004.5,32.4,7.0,330.7,28.7,10,,2013-06-03T04:47:22,2013-06-03T19:38:06,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
234,234,2013,Beijing,34.1,22.1,27.3,32.8,22.1,26.9,16.4,57.3,0.1,100,4.17,rain,,,,18.7,8.4,1008.7,33.3,12.8,264.0,23.0,9,,2013-08-23T05:33:27,2013-08-23T19:00:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,precipitation,"ZBAA,remote,54511099999"
230,230,2013,Beijing,34.1,20.1,27.5,32.5,20.1,27.1,14.8,49.8,0.0,0,0.0,,,,,14.4,37.4,1009.8,42.5,28.5,240.7,20.9,9,,2013-08-19T05:29:40,2013-08-19T19:05:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
579,579,2014,Beijing,34.1,26.0,29.3,41.0,26.0,33.3,23.9,73.8,0.5,100,4.17,rain,,,,18.0,22.1,1000.8,24.4,4.5,220.2,19.2,7,,2014-08-03T05:14:22,2014-08-03T19:26:22,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
